HasSubevent	sit	take notice	11	0.8250179533290001
HasSubevent	soil moisture	temperature	9	0.6354110280659999
HasSubevent	increase	population growth	19	0.479648408295
HasSubevent	term	art history	10	0.461975585095
HasSubevent	gold	silver mining	16	0.411587880338
HasSubevent	air	noise pollution	19	0.410728913435
HasSubevent	roller hockey	ice	9	0.37198343041500004
HasSubevent	play	hockey league	7	0.362605887748
HasSubevent	wind power	energy	17	0.335371569703
HasSubevent	be part	process	12	0.258690070908
HasSubevent	rescue	law enforcement	15	0.25308301228700003
HasSubevent	job satisfaction	commitment	13	0.235894414115
HasSubevent	activity	carbon dioxide	12	0.222184435398
HasSubevent	dopamine	norepinephrine transporter	7	0.22084232953000002
HasSubevent	water ice	surface	23	0.19396677098700002
HasSubevent	science fiction	success	9	0.185573302661
HasSubevent	shop	post office	38	0.166598231664
HasSubevent	hydrogen atom	carbon	10	0.153925633033
HasSubevent	source software	use	8	0.149965332586
HasSubevent	cytochrome b	dehydrogenase subunit	9	0.13833932298499999
HasSubevent	company	bus service	12	0.129781577368
HasSubevent	rest	take place	7	0.127408407004
HasSubevent	baseball	softball team	7	0.122794988824
HasSubevent	capita allowance	dm	8	0.117987408047
HasSubevent	death	monoxide poisoning	8	0.104815143538
HasSubevent	opening	ending theme	7	0.10303741911900001
HasSubevent	beta decay	emission	16	0.102017709462
HasSubevent	flash drive	system	10	0.09683200826749999
HasSubevent	alcohol content	wine	7	0.0889442117555
HasSubevent	show	season premiere	13	0.0888678732398
HasSubevent	climate change	warming	63	0.0780936191198
HasSubevent	basketball coach	team	7	0.0757119318654
HasSubevent	freshwater lake	water	8	0.0703641718218
HasSubevent	graduate program	master	7	0.06826337283890001
HasSubevent	application programming	user	8	0.0679930523587
HasSubevent	shear stress	rate	11	0.0670474120005
HasSubevent	air base	aircraft	15	0.06486218921749999
HasSubevent	film	hit song	9	0.0640038833934
HasSubevent	set theory	choice	33	0.0630638584104
HasSubevent	ice hockey	football	53	0.0630014216175
HasSubevent	survivor	assassination attempt	15	0.0607821709179
HasSubevent	be part	trilogy	7	0.057892334533900004
HasSubevent	amusement park	coaster	9	0.0556955469938
HasSubevent	convolution theorem	fourier	8	0.0553787592055
HasSubevent	law enforcement	period	8	0.05029201737430001
HasSubevent	power	v8 engine	7	0.050221926788800005
HasSubevent	host	television series	16	0.0495330027208
HasSubevent	idea	operating system	10	0.049396884689800004
HasSubevent	quality	customer satisfaction	7	0.0486016646476
HasSubevent	state	firing squad	8	0.047493872997599995
HasSubevent	set theory	logic	31	0.0440186965638
HasSubevent	köppen climate	cwa	7	0.0439618699523
HasSubevent	world	law enforcement	7	0.0430598851066
HasSubevent	speed	rail link	7	0.0396331022504
HasSubevent	field hockey	ice hockey	20	0.0370383764851
HasSubevent	be part	line	12	0.036947520958599996
HasSubevent	mail	domain name	22	0.036320843531499995
HasSubevent	harm reduction	use	9	0.0361540517095
HasSubevent	airport	air base	11	0.0353215363111
HasSubevent	piano	music theory	11	0.0344613100271
HasSubevent	call sign	time	7	0.034147773587000003
HasSubevent	video	rf modulator	11	0.0302104736368
HasSubevent	part	reform movement	7	0.029958983623
HasSubevent	covariance matrix	ensemble	7	0.024607151770900004
HasSubevent	line	see section	9	0.023754330304099996
HasSubevent	death	take possession	8	0.022442928369
HasSubevent	signal	phase shift	7	0.021043796257099998
HasSubevent	world title	bout	8	0.020729113384799998
HasSubevent	beginning	world war	20	0.0196499065585
HasSubevent	city park	center	7	0.019096458337599997
HasSubevent	body size	shape	8	0.0190759249901
HasSubevent	performance	television show	11	0.0183957259154
HasSubevent	take care	son	18	0.0176742639836
HasSubevent	solution	calcium hydroxide	9	0.0175076573284
